time_s,x,y,theta,vx,vy,omega,thruster1,thruster2,thruster3,thruster4
8.035,5.000365257263184,-1.0010532140731812,-0.02563917636871338,0.003650964004918933,-0.010532612912356853,-0.2563922703266144,1.0897114276885986,-0.6515957117080688,5.101790904998779,-2.5739638805389404
8.636,4.999208927154541,-1.002428412437439,-0.07658600807189941,-0.011564488522708416,-0.013752208091318607,-0.5094684362411499,-0.6338596343994141,-1.2221853733062744,4.936793327331543,-3.9751832485198975
9.237,4.993612766265869,-1.0018730163574219,-0.15373456478118896,-0.055963966995477676,0.00555360596626997,-0.7714850306510925,-0.527039647102356,-5.20388126373291,2.0839924812316895,-5.835799217224121
